iter,train_loss,val_loss,lr,tokens_per_sec,iter_ms
2530,1.876853,,1.711828e-04,19668.7,1666.00
2535,1.798203,,1.707415e-04,19666.2,1666.21
2540,1.849598,,1.703001e-04,19670.9,1665.81
2545,1.865034,,1.698586e-04,19688.0,1664.36
2550,1.873796,,1.694171e-04,19692.3,1664.00
2555,1.855372,,1.689755e-04,19676.7,1665.32
2560,1.850644,,1.685339e-04,19677.8,1665.23
2565,1.896591,,1.680922e-04,19683.7,1664.72
2570,1.779058,,1.676505e-04,19674.5,1665.51
2575,1.823935,,1.672088e-04,19685.6,1664.56
2580,1.859176,,1.667671e-04,19683.0,1664.78
2585,1.898086,,1.663253e-04,19666.2,1666.21
2590,1.804607,,1.658836e-04,19679.1,1665.11
2595,1.813961,,1.654418e-04,19657.5,1666.94
2600,1.807759,,1.650000e-04,19665.7,1666.25
2605,1.820700,,1.645582e-04,19684.7,1664.64
2610,1.810348,,1.641164e-04,19684.6,1664.65
2615,1.817402,,1.636747e-04,19673.6,1665.58
2620,1.817966,,1.632329e-04,19670.5,1665.85
2625,1.817438,,1.627912e-04,19666.5,1666.18
2630,1.873219,,1.623495e-04,19665.5,1666.27
2635,1.822141,,1.619078e-04,19664.5,1666.36
2640,1.839572,,1.614661e-04,19660.0,1666.73
2645,1.879410,,1.610245e-04,19666.0,1666.23
2650,1.840780,,1.605829e-04,19668.4,1666.03
2655,1.794797,,1.601414e-04,19671.2,1665.79
2660,1.801497,,1.596999e-04,19655.7,1667.10
2665,1.818709,,1.592585e-04,19652.0,1667.41
2670,1.882686,,1.588172e-04,19653.5,1667.28
2675,1.843453,,1.583759e-04,19624.0,1669.79
2680,1.828985,,1.579346e-04,19619.2,1670.20
2685,1.884320,,1.574935e-04,19631.4,1669.16
2690,1.770566,,1.570524e-04,19632.0,1669.11
2695,1.813466,,1.566115e-04,19628.2,1669.43
2700,1.782724,,1.561706e-04,19626.3,1669.60
2705,1.882950,,1.557298e-04,19638.4,1668.56
2710,1.743316,,1.552891e-04,19627.0,1669.54
2715,1.850834,,1.548485e-04,19638.6,1668.55
2720,1.825353,,1.544080e-04,19629.9,1669.29
2725,1.851809,,1.539677e-04,19630.0,1669.28
2730,1.851339,,1.535274e-04,19597.2,1672.08
2735,1.897291,,1.530873e-04,19613.5,1670.69
2740,1.784374,,1.526473e-04,19653.2,1667.31
2745,1.821488,,1.522074e-04,18677.8,1754.38
2750,1.767764,1.735110,1.517677e-04,,
2750,1.848634,,1.517677e-04,6083.4,5386.47
2755,1.830485,,1.513281e-04,18729.0,1749.59
2760,1.883615,,1.508887e-04,18676.5,1754.51
2765,1.765786,,1.504494e-04,19654.0,1667.24
2770,1.872329,,1.500102e-04,19672.6,1665.67
2775,1.801908,,1.495713e-04,19672.0,1665.72
2780,1.695904,,1.491325e-04,19660.5,1666.69
2785,1.777546,,1.486938e-04,19663.6,1666.43
2790,1.770384,,1.482553e-04,19654.5,1667.20
2795,1.836867,,1.478171e-04,19662.9,1666.49
2800,1.731029,,1.473790e-04,19663.0,1666.48
2805,1.776871,,1.469411e-04,19665.4,1666.27
2810,1.805805,,1.465033e-04,19680.4,1665.01
2815,1.844331,,1.460658e-04,19665.9,1666.24
2820,1.779479,,1.456285e-04,19734.5,1660.45
2825,1.807050,,1.451914e-04,19737.2,1660.22
2830,1.803589,,1.447545e-04,19735.7,1660.34
2835,1.762647,,1.443178e-04,19731.6,1660.69
2840,1.791892,,1.438813e-04,19734.8,1660.42
2845,1.825336,,1.434451e-04,19457.0,1684.12
2850,1.744209,,1.430091e-04,19732.1,1660.65
2855,1.786971,,1.425733e-04,19717.7,1661.85
2860,1.749026,,1.421378e-04,19727.7,1661.01
2865,1.814790,,1.417025e-04,19263.6,1701.04
2870,1.826865,,1.412675e-04,19721.9,1661.50
2875,1.729717,,1.408327e-04,19727.7,1661.01
2880,1.825210,,1.403982e-04,19725.7,1661.18
2885,1.824172,,1.399639e-04,19722.7,1661.44
2890,1.824133,,1.395300e-04,19727.1,1661.06
2895,1.820691,,1.390962e-04,19723.2,1661.39
2900,1.775816,,1.386628e-04,19670.0,1665.88
2905,1.738344,,1.382297e-04,19723.2,1661.40
2910,1.810294,,1.377968e-04,19629.5,1669.32
2915,1.778983,,1.373642e-04,19723.1,1661.40
2920,1.799304,,1.369319e-04,19725.1,1661.24
2925,1.786804,,1.364999e-04,19725.4,1661.21
2930,1.825509,,1.360683e-04,19724.3,1661.30
2935,1.826086,,1.356369e-04,19724.7,1661.27
2940,1.745289,,1.352058e-04,19725.4,1661.21
2945,1.842108,,1.347751e-04,19604.3,1671.47
2950,1.878674,,1.343447e-04,19723.2,1661.40
2955,1.789835,,1.339146e-04,19725.2,1661.23
2960,1.775022,,1.334849e-04,19721.5,1661.54
2965,1.832579,,1.330555e-04,19725.6,1661.19
2970,1.818324,,1.326264e-04,19448.4,1684.87
2975,1.824542,,1.321977e-04,19724.3,1661.30
2980,1.770417,,1.317693e-04,19720.3,1661.64
2985,1.790763,,1.313413e-04,19645.2,1667.99
2990,1.757906,,1.309136e-04,19720.4,1661.63
2995,1.755720,,1.304863e-04,19721.2,1661.56
3000,1.709361,1.749275,1.300594e-04,,
3000,1.768924,,1.300594e-04,6494.3,5045.68
3005,1.802019,,1.296329e-04,17315.3,1892.43
3010,1.848509,,1.292067e-04,19727.4,1661.04
3015,1.763082,,1.287809e-04,19731.3,1660.71
3020,1.794408,,1.283555e-04,19735.6,1660.35
3025,1.774155,,1.279305e-04,19736.3,1660.29
3030,1.771804,,1.275059e-04,19734.5,1660.45
3035,1.827547,,1.270817e-04,19733.8,1660.50
3040,1.734742,,1.266579e-04,19712.0,1662.34
3045,1.813250,,1.262345e-04,19736.6,1660.27
3050,1.787008,,1.258116e-04,19736.6,1660.26
3055,1.762076,,1.253890e-04,19734.3,1660.46
3060,1.790967,,1.249669e-04,19735.9,1660.32
3065,1.827114,,1.245452e-04,19657.0,1666.99
3070,1.739369,,1.241239e-04,19730.2,1660.80
3075,1.830979,,1.237031e-04,19730.9,1660.75
3080,1.703916,,1.232827e-04,19730.0,1660.82
3085,1.840689,,1.228628e-04,19725.6,1661.19
3090,1.805923,,1.224433e-04,19722.3,1661.47
3095,1.839023,,1.220242e-04,19726.4,1661.12
3100,1.768680,,1.216057e-04,19726.3,1661.13
3105,1.778779,,1.211876e-04,19725.6,1661.19
3110,1.760606,,1.207699e-04,19723.5,1661.36
3115,1.812177,,1.203528e-04,19727.5,1661.03
3120,1.805896,,1.199361e-04,19723.0,1661.41
3125,1.723582,,1.195199e-04,19726.3,1661.13
3130,1.778493,,1.191042e-04,19726.3,1661.13
3135,1.768287,,1.186889e-04,19721.2,1661.57
3140,1.790640,,1.182742e-04,19725.2,1661.22
3145,1.813757,,1.178600e-04,19724.9,1661.25
3150,1.775840,,1.174462e-04,19722.4,1661.46
3155,1.762878,,1.170330e-04,19728.1,1660.98
3160,1.807646,,1.166203e-04,19723.6,1661.36
3165,1.764085,,1.162081e-04,19726.2,1661.14
3170,1.798451,,1.157965e-04,19725.1,1661.23
3175,1.799810,,1.153853e-04,19727.4,1661.04
3180,1.736653,,1.149747e-04,19725.6,1661.19
3185,1.793980,,1.145647e-04,19728.8,1660.92
3190,1.764893,,1.141552e-04,19726.2,1661.14
3195,1.784311,,1.137462e-04,19723.5,1661.37
3200,1.771200,,1.133377e-04,19726.6,1661.11
3205,1.790603,,1.129299e-04,19716.4,1661.97
3210,1.769919,,1.125225e-04,19733.6,1660.52
3215,1.807185,,1.121158e-04,19734.4,1660.45
3220,1.742554,,1.117096e-04,19736.8,1660.25
3225,1.755125,,1.113040e-04,19735.8,1660.33
3230,1.763744,,1.108989e-04,19735.8,1660.34
3235,1.719126,,1.104944e-04,19736.1,1660.31
3240,1.832934,,1.100906e-04,19735.8,1660.33
3245,1.791154,,1.096873e-04,19723.3,1661.39
3250,1.697307,1.717788,1.092846e-04,,
3250,1.767677,,1.092846e-04,6194.6,5289.73
3255,1.772587,,1.088824e-04,19545.2,1676.53
3260,1.795640,,1.084809e-04,19733.6,1660.52
3265,1.787306,,1.080800e-04,19730.8,1660.75
3270,1.871662,,1.076797e-04,19731.4,1660.70
3275,1.787885,,1.072801e-04,19728.8,1660.92
3280,1.766998,,1.068810e-04,19604.7,1671.43
3285,1.709966,,1.064826e-04,19723.5,1661.37
3290,1.756584,,1.060848e-04,19697.9,1663.53
3295,1.768955,,1.056876e-04,19590.1,1672.68
3300,1.719637,,1.052910e-04,19724.2,1661.31
3305,1.815483,,1.048951e-04,19728.8,1660.93
3310,1.715835,,1.044999e-04,19726.4,1661.12
3315,1.757991,,1.041052e-04,19725.5,1661.20
3320,1.791999,,1.037113e-04,19723.9,1661.34
3325,1.752019,,1.033180e-04,19727.2,1661.06
3330,1.752001,,1.029253e-04,19728.1,1660.98
3335,1.742700,,1.025334e-04,19730.4,1660.78
3340,1.797729,,1.021420e-04,19274.5,1700.07
3345,1.736554,,1.017514e-04,19735.6,1660.35
3350,1.783157,,1.013614e-04,19733.3,1660.54
3355,1.809387,,1.009722e-04,19659.4,1666.79
3360,1.754754,,1.005836e-04,19736.1,1660.31
3365,1.772588,,1.001957e-04,19729.6,1660.86
3370,1.771688,,9.980845e-05,19733.8,1660.50
3375,1.802039,,9.942194e-05,19725.5,1661.20
3380,1.738811,,9.903613e-05,19683.2,1664.77
3385,1.830958,,9.865103e-05,19732.5,1660.61
3390,1.740615,,9.826664e-05,19735.0,1660.40
3395,1.781007,,9.788296e-05,19729.9,1660.83
3400,1.782517,,9.750000e-05,19730.9,1660.74
3405,1.787288,,9.711776e-05,19733.6,1660.52
3410,1.780930,,9.673625e-05,19734.0,1660.48
3415,1.684817,,9.635548e-05,19735.3,1660.38
3420,1.793947,,9.597543e-05,19735.6,1660.35
3425,1.759714,,9.559613e-05,19737.9,1660.16
3430,1.794326,,9.521757e-05,19737.9,1660.15
3435,1.774665,,9.483976e-05,19736.6,1660.27
3440,1.782985,,9.446269e-05,19734.6,1660.43
3445,1.773081,,9.408639e-05,19734.0,1660.49
3450,1.801315,,9.371084e-05,19733.5,1660.53
3455,1.705311,,9.333606e-05,19732.9,1660.58
3460,1.763055,,9.296204e-05,19728.8,1660.92
3465,1.749546,,9.258880e-05,19726.1,1661.15
3470,1.778633,,9.221633e-05,19723.3,1661.39
3475,1.771490,,9.184464e-05,19729.4,1660.87
3480,1.714133,,9.147373e-05,19726.0,1661.16
3485,1.765952,,9.110361e-05,19726.6,1661.10
3490,1.665903,,9.073428e-05,19723.5,1661.37
3495,1.813657,,9.036575e-05,19724.5,1661.28
3500,1.696835,1.684817,8.999802e-05,,
3500,1.720526,,8.999802e-05,6241.9,5249.65
3505,1.758940,,8.963109e-05,19664.1,1666.39
3510,1.711596,,8.926497e-05,19727.1,1661.06
3515,1.715085,,8.889965e-05,19721.2,1661.56
3520,1.787478,,8.853516e-05,19720.9,1661.59
3525,1.742623,,8.817148e-05,19719.4,1661.71
3530,1.685041,,8.780863e-05,19647.0,1667.83
3535,1.737548,,8.744660e-05,19718.3,1661.81
3540,1.751413,,8.708540e-05,19600.5,1671.79
3545,1.690980,,8.672504e-05,19703.7,1663.04
3550,1.719794,,8.636551e-05,19718.0,1661.83
3555,1.740765,,8.600683e-05,19486.6,1681.57
3560,1.772667,,8.564899e-05,19718.9,1661.76
3565,1.788905,,8.529200e-05,19717.0,1661.92
3570,1.773614,,8.493587e-05,19716.9,1661.92
3575,1.778314,,8.458059e-05,19717.8,1661.85
3580,1.698476,,8.422618e-05,19688.6,1664.32
3585,1.763303,,8.387263e-05,19512.5,1679.33
3590,1.734646,,8.351995e-05,19718.8,1661.77
3595,1.724578,,8.316814e-05,19714.5,1662.13
3600,1.794568,,8.281721e-05,19717.0,1661.92
3605,1.725844,,8.246715e-05,19720.3,1661.64
3610,1.805455,,8.211799e-05,19729.2,1660.89
3615,1.746553,,8.176971e-05,19730.7,1660.76
3620,1.761774,,8.142232e-05,19734.0,1660.49
3625,1.758078,,8.107582e-05,19735.2,1660.38
3630,1.845124,,8.073023e-05,19735.1,1660.39
3635,1.755821,,8.038553e-05,19735.5,1660.36
3640,1.790863,,8.004175e-05,19736.2,1660.30
3645,1.751122,,7.969887e-05,19737.7,1660.17
3650,1.717480,,7.935691e-05,19737.9,1660.16
3655,1.761487,,7.901586e-05,19736.4,1660.28
3660,1.770588,,7.867573e-05,19736.5,1660.27
3665,1.815965,,7.833653e-05,19735.7,1660.34
3670,1.711421,,7.799826e-05,19737.3,1660.21
3675,1.728655,,7.766092e-05,19734.4,1660.45
3680,1.711570,,7.732451e-05,19737.7,1660.17
3685,1.774512,,7.698905e-05,19735.3,1660.38
3690,1.780101,,7.665452e-05,19734.0,1660.48
3695,1.740304,,7.632094e-05,19736.9,1660.24
3700,1.798444,,7.598831e-05,19698.7,1663.46
3705,1.784244,,7.565664e-05,19735.4,1660.37
3710,1.709800,,7.532592e-05,19736.9,1660.24
3715,1.727346,,7.499616e-05,19736.5,1660.27
3720,1.713282,,7.466737e-05,19737.1,1660.22
3725,1.729463,,7.433954e-05,19737.7,1660.17
3730,1.746085,,7.401268e-05,19735.6,1660.35
3735,1.752664,,7.368680e-05,19735.1,1660.40
3740,1.750996,,7.336190e-05,19460.6,1683.81
3745,1.681362,,7.303798e-05,19736.2,1660.30
3750,1.675577,1.683342,7.271504e-05,,
3750,1.739648,,7.271504e-05,6189.2,5294.41
3755,1.753136,,7.239309e-05,19675.1,1665.46
3760,1.795651,,7.207213e-05,19731.6,1660.69
3765,1.814086,,7.175217e-05,19731.7,1660.68
3770,1.759902,,7.143321e-05,19598.9,1671.93
3775,1.727762,,7.111524e-05,19735.0,1660.40
3780,1.708852,,7.079829e-05,19733.1,1660.56
3785,1.730689,,7.048234e-05,19621.2,1670.03
3790,1.766099,,7.016741e-05,19737.0,1660.23
3795,1.759840,,6.985349e-05,19736.1,1660.31
3800,1.747151,,6.954058e-05,19736.8,1660.25
3805,1.775432,,6.922871e-05,19736.2,1660.30
3810,1.734786,,6.891785e-05,19736.1,1660.31
3815,1.737539,,6.860803e-05,19735.9,1660.32
3820,1.784787,,6.829924e-05,19699.3,1663.41
3825,1.727140,,6.799148e-05,19733.3,1660.54
3830,1.678612,,6.768476e-05,19735.7,1660.34
3835,1.737557,,6.737909e-05,19734.5,1660.45
3840,1.719558,,6.707446e-05,19735.8,1660.34
3845,1.741678,,6.677088e-05,19736.3,1660.29
3850,1.775029,,6.646835e-05,19537.9,1677.15
3855,1.778341,,6.616688e-05,19730.5,1660.78
3860,1.771311,,6.586646e-05,19725.8,1661.17
3865,1.740470,,6.556711e-05,19721.2,1661.56
3870,1.773386,,6.526882e-05,19717.7,1661.85
3875,1.791569,,6.497160e-05,19718.8,1661.76
3880,1.760557,,6.467545e-05,19721.7,1661.52
3885,1.685413,,6.438037e-05,19717.8,1661.85
3890,1.749336,,6.408638e-05,19720.1,1661.65
3895,1.682921,,6.379346e-05,19706.3,1662.82
3900,1.720822,,6.350163e-05,19719.2,1661.73
3905,1.705243,,6.321088e-05,19718.5,1661.79
3910,1.775385,,6.292122e-05,19714.8,1662.10
3915,1.751065,,6.263266e-05,19720.8,1661.60
3920,1.730928,,6.234519e-05,19717.9,1661.84
3925,1.724270,,6.205883e-05,19724.3,1661.30
3930,1.717363,,6.177356e-05,19730.0,1660.82
3935,1.772446,,6.148940e-05,19731.1,1660.72
3940,1.741381,,6.120635e-05,19730.7,1660.76
3945,1.736413,,6.092441e-05,19731.8,1660.67
3950,1.751725,,6.064359e-05,19735.0,1660.40
3955,1.771092,,6.036388e-05,19733.8,1660.50
3960,1.779657,,6.008530e-05,19710.2,1662.49
3965,1.734334,,5.980783e-05,19733.9,1660.49
3970,1.693425,,5.953150e-05,19729.6,1660.85
3975,1.702750,,5.925629e-05,19737.1,1660.22
3980,1.685722,,5.898221e-05,19737.1,1660.22
3985,1.750681,,5.870928e-05,19736.2,1660.30
3990,1.755652,,5.843747e-05,19735.7,1660.34
3995,1.747733,,5.816681e-05,19734.5,1660.44
4000,1.658898,1.680583,5.789730e-05,,
4000,1.752730,,5.789730e-05,6198.6,5286.34
4005,1.778074,,5.762893e-05,17183.0,1907.00
4010,1.772450,,5.736171e-05,19724.2,1661.31
4015,1.673269,,5.709565e-05,19719.1,1661.74
4020,1.762274,,5.683074e-05,19717.3,1661.89
4025,1.750772,,5.656698e-05,19720.5,1661.62
4030,1.726548,,5.630439e-05,19719.6,1661.70
4035,1.697225,,5.604297e-05,19725.3,1661.22
4040,1.664997,,5.578271e-05,19729.9,1660.83
4045,1.761663,,5.552362e-05,19730.5,1660.77
4050,1.727423,,5.526570e-05,19734.8,1660.42
4055,1.720514,,5.500895e-05,19731.6,1660.68
4060,1.818009,,5.475339e-05,19734.8,1660.42
4065,1.736264,,5.449901e-05,19730.9,1660.75
4070,1.704043,,5.424581e-05,19733.4,1660.54
4075,1.684311,,5.399379e-05,19734.7,1660.43
4080,1.739820,,5.374296e-05,19729.5,1660.86
4085,1.724315,,5.349333e-05,19721.6,1661.53
4090,1.745286,,5.324489e-05,19720.9,1661.58
4095,1.734414,,5.299765e-05,19718.6,1661.78
4100,1.774335,,5.275160e-05,19717.2,1661.90
4105,1.757098,,5.250676e-05,19718.6,1661.78
4110,1.711889,,5.226312e-05,19718.2,1661.81
4115,1.754617,,5.202069e-05,19719.7,1661.69
4120,1.724570,,5.177947e-05,19713.5,1662.21
4125,1.737397,,5.153947e-05,19718.2,1661.82
4130,1.715347,,5.130067e-05,19717.1,1661.91
4135,1.707732,,5.106310e-05,19719.7,1661.69
4140,1.721980,,5.082674e-05,18802.0,1742.80
4145,1.740492,,5.059161e-05,19726.1,1661.15
4150,1.742617,,5.035771e-05,19646.8,1667.86
4155,1.693336,,5.012503e-05,19733.3,1660.55
4160,1.708204,,4.989358e-05,19726.7,1661.10
4165,1.716560,,4.966336e-05,19736.0,1660.31
4170,1.736723,,4.943438e-05,19733.4,1660.54
4175,1.807871,,4.920664e-05,19733.7,1660.51
4180,1.774117,,4.898013e-05,19735.5,1660.36
4185,1.699307,,4.875487e-05,19737.4,1660.20
4190,1.735466,,4.853086e-05,19737.4,1660.20
4195,1.727520,,4.830809e-05,19737.4,1660.20
4200,1.706637,,4.808657e-05,19736.4,1660.28
4205,1.699693,,4.786630e-05,19737.0,1660.23
4210,1.770276,,4.764729e-05,19735.9,1660.32
4215,1.734577,,4.742954e-05,19735.8,1660.33
4220,1.707124,,4.721304e-05,19734.0,1660.48
4225,1.735919,,4.699780e-05,19728.3,1660.96
4230,1.709590,,4.678383e-05,19723.7,1661.35
4235,1.700489,,4.657113e-05,19721.4,1661.54
4240,1.722446,,4.635969e-05,19697.2,1663.59
4245,1.737055,,4.614952e-05,19715.9,1662.01
4250,1.652796,1.655299,4.594063e-05,,
4250,1.689655,,4.594063e-05,6251.0,5242.07
4255,1.677453,,4.573301e-05,19668.0,1666.06
4260,1.736221,,4.552667e-05,19716.9,1661.92
4265,1.744738,,4.532161e-05,19717.8,1661.85
4270,1.707872,,4.511783e-05,19718.6,1661.78
4275,1.716291,,4.491533e-05,19717.7,1661.85
4280,1.727936,,4.471412e-05,19717.1,1661.91
4285,1.729251,,4.451420e-05,19716.0,1662.00
4290,1.659422,,4.431556e-05,19718.5,1661.79
4295,1.726832,,4.411823e-05,19717.4,1661.88
4300,1.729648,,4.392218e-05,19717.9,1661.84
4305,1.740592,,4.372743e-05,19720.0,1661.67
4310,1.754454,,4.353398e-05,19721.3,1661.56
4315,1.757500,,4.334183e-05,19727.8,1661.00
4320,1.702875,,4.315099e-05,19730.7,1660.76
4325,1.687066,,4.296145e-05,19731.9,1660.66
4330,1.762653,,4.277321e-05,19731.2,1660.72
4335,1.755059,,4.258629e-05,19730.3,1660.79
4340,1.772955,,4.240067e-05,19734.8,1660.41
4345,1.673519,,4.221637e-05,19732.0,1660.65
4350,1.783828,,4.203338e-05,19734.6,1660.44
4355,1.661365,,4.185171e-05,19735.8,1660.33
4360,1.739447,,4.167136e-05,19735.1,1660.39
4365,1.692069,,4.149233e-05,19731.4,1660.70
4370,1.848361,,4.131463e-05,19735.5,1660.35
4375,1.681151,,4.113824e-05,19734.8,1660.42
4380,1.695601,,4.096319e-05,19734.7,1660.43
4385,1.689108,,4.078946e-05,19735.7,1660.34
4390,1.770382,,4.061706e-05,19737.3,1660.21
4395,1.728712,,4.044600e-05,19734.5,1660.44
4400,1.695457,,4.027626e-05,19735.2,1660.38
4405,1.787086,,4.010787e-05,19734.6,1660.43
4410,1.762529,,3.994081e-05,19735.0,1660.40
4415,1.776026,,3.977509e-05,19730.5,1660.78
4420,1.713812,,3.961071e-05,19736.0,1660.31
4425,1.671058,,3.944767e-05,19733.1,1660.56
4430,1.735182,,3.928598e-05,19734.8,1660.41
4435,1.734707,,3.912564e-05,19735.9,1660.33
4440,1.767538,,3.896664e-05,19736.4,1660.28
4445,1.697074,,3.880900e-05,19737.5,1660.19
4450,1.708730,,3.865270e-05,19733.4,1660.53
4455,1.681408,,3.849776e-05,19728.5,1660.95
4460,1.707742,,3.834417e-05,19715.6,1662.04
4465,1.707595,,3.819194e-05,19721.8,1661.51
4470,1.727940,,3.804106e-05,19719.8,1661.68
4475,1.763497,,3.789155e-05,19714.4,1662.14
4480,1.783487,,3.774340e-05,19722.0,1661.50
4485,1.671386,,3.759661e-05,19721.0,1661.58
4490,1.746937,,3.745118e-05,19716.6,1661.95
4495,1.685443,,3.730712e-05,19717.6,1661.86
4500,1.660639,1.658996,3.716443e-05,,
4500,1.744769,,3.716443e-05,6481.1,5055.90
4505,1.724625,,3.702311e-05,19689.0,1664.28
4510,1.728603,,3.688316e-05,19465.2,1683.42
4515,1.687097,,3.674458e-05,19713.3,1662.23
4520,1.692057,,3.660737e-05,19713.5,1662.21
4525,1.729371,,3.647154e-05,19714.9,1662.09
4530,1.752519,,3.633708e-05,19714.2,1662.16
4535,1.746916,,3.620401e-05,19720.3,1661.64
4540,1.745256,,3.607231e-05,19715.5,1662.04
4545,1.724839,,3.594199e-05,19717.3,1661.89
4550,1.721038,,3.581305e-05,19716.8,1661.93
4555,1.700378,,3.568550e-05,19717.3,1661.89
4560,1.701300,,3.555934e-05,19720.0,1661.66
4565,1.743567,,3.543455e-05,19722.1,1661.49
4570,1.738769,,3.531116e-05,19725.5,1661.20
4575,1.739839,,3.518916e-05,19726.5,1661.12
4580,1.688003,,3.506854e-05,19725.8,1661.18
4585,1.752751,,3.494932e-05,19716.1,1661.99
4590,1.716208,,3.483149e-05,19732.7,1660.60
4595,1.745771,,3.471505e-05,19698.1,1663.51
4600,1.718859,,3.460001e-05,19731.6,1660.69
4605,1.660938,,3.448637e-05,19729.3,1660.88
4610,1.695918,,3.437412e-05,19731.2,1660.72
4615,1.717422,,3.426327e-05,19732.7,1660.59
4620,1.751041,,3.415383e-05,19728.4,1660.95
4625,1.680837,,3.404578e-05,19733.7,1660.51
4630,1.684731,,3.393914e-05,19732.6,1660.60
4635,1.695483,,3.383390e-05,19730.9,1660.74
4640,1.738617,,3.373006e-05,19697.6,1663.55
4645,1.696034,,3.362763e-05,19735.5,1660.36
4650,1.680441,,3.352661e-05,19732.3,1660.63
4655,1.687775,,3.342699e-05,19734.4,1660.45
4660,1.736355,,3.332879e-05,19735.4,1660.37
4665,1.762204,,3.323199e-05,19691.7,1664.05
4670,1.701755,,3.313661e-05,19735.3,1660.37
4675,1.753417,,3.304263e-05,19735.5,1660.35
4680,1.748236,,3.295007e-05,19732.9,1660.58
4685,1.698251,,3.285893e-05,19726.5,1661.11
4690,1.727575,,3.276920e-05,19730.0,1660.82
4695,1.757557,,3.268088e-05,19731.0,1660.74
4700,1.634527,,3.259399e-05,19727.4,1661.04
4705,1.730376,,3.250851e-05,19733.5,1660.53
4710,1.746357,,3.242445e-05,19732.5,1660.61
4715,1.735728,,3.234181e-05,19730.2,1660.80
4720,1.691399,,3.226059e-05,19735.3,1660.37
4725,1.692481,,3.218079e-05,19736.2,1660.30
4730,1.688335,,3.210241e-05,19733.0,1660.56
4735,1.758847,,3.202546e-05,19731.6,1660.68
4740,1.683320,,3.194993e-05,19736.6,1660.27
4745,1.681262,,3.187583e-05,19734.1,1660.47
4750,1.645398,1.643250,3.180315e-05,,
4750,1.675095,,3.180315e-05,6222.8,5265.83
4755,1.707436,,3.173190e-05,19525.2,1678.24
4760,1.705281,,3.166207e-05,19729.7,1660.85
4765,1.746356,,3.159368e-05,19723.3,1661.38
4770,1.675348,,3.152671e-05,19721.6,1661.52
4775,1.674478,,3.146117e-05,19718.0,1661.83
4780,1.670582,,3.139706e-05,19716.1,1661.99
4785,1.692108,,3.133439e-05,19720.0,1661.66
4790,1.679129,,3.127314e-05,19713.8,1662.18
4795,1.684518,,3.121333e-05,19713.6,1662.21
4800,1.668259,,3.115494e-05,19718.9,1661.76
4805,1.669215,,3.109800e-05,19720.8,1661.59
4810,1.728512,,3.104248e-05,19718.3,1661.81
4815,1.721122,,3.098840e-05,19720.7,1661.60
4820,1.744877,,3.093576e-05,19715.8,1662.01
4825,1.715958,,3.088455e-05,19718.2,1661.81
4830,1.733034,,3.083478e-05,19720.3,1661.64
4835,1.699391,,3.078644e-05,19717.8,1661.85
4840,1.658340,,3.073954e-05,19722.1,1661.49
4845,1.708913,,3.069408e-05,19722.8,1661.42
4850,1.711373,,3.065006e-05,19622.1,1669.96
4855,1.712645,,3.060748e-05,19667.4,1666.11
4860,1.749176,,3.056633e-05,19723.2,1661.39
4865,1.748689,,3.052663e-05,19461.9,1683.70
4870,1.713551,,3.048837e-05,19728.6,1660.94
4875,1.711049,,3.045154e-05,19733.6,1660.52
4880,1.753363,,3.041616e-05,19733.9,1660.49
4885,1.672196,,3.038222e-05,19731.1,1660.73
4890,1.703981,,3.034972e-05,19733.9,1660.50
4895,1.689529,,3.031866e-05,19734.6,1660.44
4900,1.716283,,3.028905e-05,19729.5,1660.86
4905,1.721236,,3.026087e-05,19735.5,1660.36
4910,1.734519,,3.023414e-05,19730.9,1660.75
4915,1.685269,,3.020886e-05,19734.3,1660.46
4920,1.668684,,3.018501e-05,19734.6,1660.44
4925,1.694583,,3.016261e-05,19730.6,1660.77
4930,1.715632,,3.014166e-05,19734.3,1660.46
4935,1.716533,,3.012215e-05,19728.6,1660.93
4940,1.713232,,3.010408e-05,19730.9,1660.74
4945,1.747270,,3.008746e-05,19720.9,1661.58
4950,1.752221,,3.007228e-05,19721.5,1661.54
4955,1.678610,,3.005855e-05,19720.2,1661.64
4960,1.694573,,3.004626e-05,19729.1,1660.90
4965,1.668852,,3.003542e-05,19641.2,1668.33
4970,1.704924,,3.002602e-05,19729.0,1660.91
4975,1.722596,,3.001807e-05,19732.6,1660.60
4980,1.682432,,3.001157e-05,19735.7,1660.34
4985,1.676193,,3.000651e-05,19730.6,1660.77
4990,1.709792,,3.000289e-05,19736.3,1660.29
4995,1.691490,,3.000072e-05,19733.4,1660.54
5000,1.614355,1.650927,3.000000e-05,,
5000,1.682416,,3.000000e-05,6494.7,5045.31
